time_s,positive_sequence_v,negative_sequence_v,frequency_hz,valid
0.00719,57.6021272558,44.2180631719,49.9835900972,1
0.0072,57.2992194671,43.9203407483,49.9866338018,1
0.00721,57.2992194671,43.9203407483,49.9866338018,1
0.00722,57.2992194671,43.9203407483,49.9866338018,1
0.00723,57.2992194671,43.9203407483,49.9866338018,1
0.00724,57.2992194671,43.9203407483,49.9866338018,1
0.00725,56.9962549432,43.6210850481,49.9867878231,1
0.00726,56.9962549432,43.6210850481,49.9867878231,1
0.00727,56.9962549432,43.6210850481,49.9867878231,1
0.00728,56.9962549432,43.6210850481,49.9867878231,1
0.00729,56.9962549432,43.6210850481,49.9867878231,1
0.0073,56.6932662137,43.3204939043,49.9843430458,1
0.00731,56.6932662137,43.3204939043,49.9843430458,1
0.00732,56.6932662137,43.3204939043,49.9843430458,1
0.00733,56.6932662137,43.3204939043,49.9843430458,1
0.00734,56.6932662137,43.3204939043,49.9843430458,1
0.00735,56.3903819546,43.0189259983,49.9852595331,1
0.00736,56.3903819546,43.0189259983,49.9852595331,1
0.00737,56.3903819546,43.0189259983,49.9852595331,1
0.00738,56.3903819546,43.0189259983,49.9852595331,1
0.00739,56.3903819546,43.0189259983,49.9852595331,1
0.0074,56.0875166126,42.7167138988,49.987307225,1
0.00741,56.0875166126,42.7167138988,49.987307225,1
0.00742,56.0875166126,42.7167138988,49.987307225,1
0.00743,56.0875166126,42.7167138988,49.987307225,1
0.00744,56.0875166126,42.7167138988,49.987307225,1
0.00745,55.7847148802,42.4139856189,49.9874975123,1
0.00746,55.7847148802,42.4139856189,49.9874975123,1
0.00747,55.7847148802,42.4139856189,49.9874975123,1
0.00748,55.7847148802,42.4139856189,49.9874975123,1
0.00749,55.7847148802,42.4139856189,49.9874975123,1
0.0075,55.4818843468,42.1111064628,49.9834291245,1
0.00751,55.4818843468,42.1111064628,49.9834291245,1
0.00752,55.4818843468,42.1111064628,49.9834291245,1
0.00753,55.4818843468,42.1111064628,49.9834291245,1
0.00754,55.4818843468,42.1111064628,49.9834291245,1
0.00755,55.1789520221,41.8083267052,49.9818630299,1
0.00756,55.1789520221,41.8083267052,49.9818630299,1
0.00757,55.1789520221,41.8083267052,49.9818630299,1
0.00758,55.1789520221,41.8083267052,49.9818630299,1
0.00759,55.1789520221,41.8083267052,49.9818630299,1
0.0076,54.8760465911,41.5059713659,49.9805026934,1
0.00761,54.8760465911,41.5059713659,49.9805026934,1
0.00762,54.8760465911,41.5059713659,49.9805026934,1
0.00763,54.8760465911,41.5059713659,49.9805026934,1
0.00764,54.8760465911,41.5059713659,49.9805026934,1
0.00765,54.5730978735,41.2042983419,49.9816051724,1
0.00766,54.5730978735,41.2042983419,49.9816051724,1
0.00767,54.5730978735,41.2042983419,49.9816051724,1
0.00768,54.5730978735,41.2042983419,49.9816051724,1
0.00769,54.5730978735,41.2042983419,49.9816051724,1
0.0077,54.2702265994,40.9037538762,49.9838141518,1
0.00771,54.2702265994,40.9037538762,49.9838141518,1
0.00772,54.2702265994,40.9037538762,49.9838141518,1
0.00773,54.2702265994,40.9037538762,49.9838141518,1
0.00774,54.2702265994,40.9037538762,49.9838141518,1
0.00775,53.9673503868,40.6047019267,49.9873355933,1
0.00776,53.9673503868,40.6047019267,49.9873355933,1
0.00777,53.9673503868,40.6047019267,49.9873355933,1
0.00778,53.9673503868,40.6047019267,49.9873355933,1
0.00779,53.9673503868,40.6047019267,49.9873355933,1
0.0078,53.6644856012,40.3073801069,49.9840031069,1
0.00781,53.6644856012,40.3073801069,49.9840031069,1
0.00782,53.6644856012,40.3073801069,49.9840031069,1
0.00783,53.6644856012,40.3073801069,49.9840031069,1
0.00784,53.6644856012,40.3073801069,49.9840031069,1
0.00785,53.3615558298,40.0120431721,49.9806600594,1
0.00786,53.3615558298,40.0120431721,49.9806600594,1
0.00787,53.3615558298,40.0120431721,49.9806600594,1
0.00788,53.3615558298,40.0120431721,49.9806600594,1
0.00789,53.3615558298,40.0120431721,49.9806600594,1
0.0079,53.0586116935,39.7191491836,49.9899295256,1
0.00791,53.0586116935,39.7191491836,49.9899295256,1
0.00792,53.0586116935,39.7191491836,49.9899295256,1
0.00793,53.0586116935,39.7191491836,49.9899295256,1
0.00794,53.0586116935,39.7191491836,49.9899295256,1
0.00795,52.7556280292,39.4289510308,49.9814169245,1
0.00796,52.7556280292,39.4289510308,49.9814169245,1
0.00797,52.7556280292,39.4289510308,49.9814169245,1
0.00798,52.7556280292,39.4289510308,49.9814169245,1
0.00799,52.7556280292,39.4289510308,49.9814169245,1
0.008,52.4526591968,39.1419066175,49.9852790727,1
0.00801,52.4526591968,39.1419066175,49.9852790727,1
0.00802,52.4526591968,39.1419066175,49.9852790727,1
0.00803,52.4526591968,39.1419066175,49.9852790727,1
0.00804,52.4526591968,39.1419066175,49.9852790727,1
0.00805,52.1497356442,38.8582403196,49.9873244819,1
0.00806,52.1497356442,38.8582403196,49.9873244819,1
0.00807,52.1497356442,38.8582403196,49.9873244819,1
0.00808,52.1497356442,38.8582403196,49.9873244819,1
0.00809,52.1497356442,38.8582403196,49.9873244819,1
0.0081,51.8468514461,38.5784277298,49.9852182794,1
0.00811,51.8468514461,38.5784277298,49.9852182794,1
0.00812,51.8468514461,38.5784277298,49.9852182794,1
0.00813,51.8468514461,38.5784277298,49.9852182794,1
0.00814,51.8468514461,38.5784277298,49.9852182794,1
0.00815,51.5440151916,38.3028233779,49.979868044,1
0.00816,51.5440151916,38.3028233779,49.979868044,1
0.00817,51.5440151916,38.3028233779,49.979868044,1
0.00818,51.5440151916,38.3028233779,49.979868044,1
0.00819,51.5440151916,38.3028233779,49.979868044,1
0.0082,51.2411563152,38.0317469963,49.9784270518,1
0.00821,51.2411563152,38.0317469963,49.9784270518,1
0.00822,51.2411563152,38.0317469963,49.9784270518,1
0.00823,51.2411563152,38.0317469963,49.9784270518,1
0.00824,51.2411563152,38.0317469963,49.9784270518,1
0.00825,50.9382235677,37.7656144685,49.984282529,1
0.00826,50.9382235677,37.7656144685,49.984282529,1
0.00827,50.9382235677,37.7656144685,49.984282529,1
0.00828,50.9382235677,37.7656144685,49.984282529,1
0.00829,50.9382235677,37.7656144685,49.984282529,1
0.0083,50.6353581338,37.5047148053,49.9901797153,1
0.00831,50.6353581338,37.5047148053,49.9901797153,1
0.00832,50.6353581338,37.5047148053,49.9901797153,1
0.00833,50.6353581338,37.5047148053,49.9901797153,1
0.00834,50.6353581338,37.5047148053,49.9901797153,1
0.00835,50.3324052798,37.2494008572,49.9836838169,1
0.00836,50.3324052798,37.2494008572,49.9836838169,1
0.00837,50.3324052798,37.2494008572,49.9836838169,1
0.00838,50.3324052798,37.2494008572,49.9836838169,1
0.00839,50.3324052798,37.2494008572,49.9836838169,1
0.0084,50.029396623,37.0001227993,49.9808703572,1
0.00841,50.029396623,37.0001227993,49.9808703572,1
0.00842,50.029396623,37.0001227993,49.9808703572,1
0.00843,50.029396623,37.0001227993,49.9808703572,1
0.00844,50.029396623,37.0001227993,49.9808703572,1
0.00845,49.726449266,36.7572839935,49.976282727,1
0.00846,49.726449266,36.7572839935,49.976282727,1
0.00847,49.726449266,36.7572839935,49.976282727,1
0.00848,49.726449266,36.7572839935,49.976282727,1
0.00849,49.726449266,36.7572839935,49.976282727,1
0.0085,49.423591361,36.5211198364,49.9880716744,1
0.00851,49.423591361,36.5211198364,49.9880716744,1
0.00852,49.423591361,36.5211198364,49.9880716744,1
0.00853,49.423591361,36.5211198364,49.9880716744,1
0.00854,49.423591361,36.5211198364,49.9880716744,1
0.00855,49.1206617544,36.2921644996,49.9743589847,1
0.00856,49.1206617544,36.2921644996,49.9743589847,1
0.00857,49.1206617544,36.2921644996,49.9743589847,1
0.00858,49.1206617544,36.2921644996,49.9743589847,1
0.00859,49.1206617544,36.2921644996,49.9743589847,1
0.0086,48.8178075409,36.0707108381,49.9786963624,1
0.00861,48.8178075409,36.0707108381,49.9786963624,1
0.00862,48.8178075409,36.0707108381,49.9786963624,1
0.00863,48.8178075409,36.0707108381,49.9786963624,1
0.00864,48.8178075409,36.0707108381,49.9786963624,1
0.00865,48.5148383741,35.857043907,49.9831613308,1
0.00866,48.5148383741,35.857043907,49.9831613308,1
0.00867,48.5148383741,35.857043907,49.9831613308,1
0.00868,48.5148383741,35.857043907,49.9831613308,1
0.00869,48.5148383741,35.857043907,49.9831613308,1
0.0087,48.2118080071,35.6516391228,49.9800745399,1
0.00871,48.2118080071,35.6516391228,49.9800745399,1
0.00872,48.2118080071,35.6516391228,49.9800745399,1
0.00873,48.2118080071,35.6516391228,49.9800745399,1
0.00874,48.2118080071,35.6516391228,49.9800745399,1
0.00875,47.9088949947,35.4547129182,49.9789030408,1
0.00876,47.9088949947,35.4547129182,49.9789030408,1
0.00877,47.9088949947,35.4547129182,49.9789030408,1
0.00878,47.9088949947,35.4547129182,49.9789030408,1
0.00879,47.9088949947,35.4547129182,49.9789030408,1
0.0088,47.6060012976,35.2667863491,49.9799477417,1
0.00881,47.6060012976,35.2667863491,49.9799477417,1
0.00882,47.6060012976,35.2667863491,49.9799477417,1
0.00883,47.6060012976,35.2667863491,49.9799477417,1
0.00884,47.6060012976,35.2667863491,49.9799477417,1
0.00885,47.3031900741,35.0880521634,49.984591012,1
0.00886,47.3031900741,35.0880521634,49.984591012,1
0.00887,47.3031900741,35.0880521634,49.984591012,1
0.00888,47.3031900741,35.0880521634,49.984591012,1
0.00889,47.3031900741,35.0880521634,49.984591012,1
0.0089,47.0002031502,34.9188254371,49.9834843014,1
0.00891,47.0002031502,34.9188254371,49.9834843014,1
0.00892,47.0002031502,34.9188254371,49.9834843014,1
0.00893,47.0002031502,34.9188254371,49.9834843014,1
0.00894,47.0002031502,34.9188254371,49.9834843014,1
0.00895,46.6972688141,34.7594307706,49.9795315705,1
0.00896,46.6972688141,34.7594307706,49.9795315705,1
0.00897,46.6972688141,34.7594307706,49.9795315705,1
0.00898,46.6972688141,34.7594307706,49.9795315705,1
0.00899,46.6972688141,34.7594307706,49.9795315705,1
0.009,46.3943111311,34.6101277985,49.9771553607,1
0.00901,46.3943111311,34.6101277985,49.9771553607,1
0.00902,46.3943111311,34.6101277985,49.9771553607,1
0.00903,46.3943111311,34.6101277985,49.9771553607,1
0.00904,46.3943111311,34.6101277985,49.9771553607,1
0.00905,46.0914249209,34.4713316148,49.9844062369,1
0.00906,46.0914249209,34.4713316148,49.9844062369,1
0.00907,46.0914249209,34.4713316148,49.9844062369,1
0.00908,46.0914249209,34.4713316148,49.9844062369,1
0.00909,46.0914249209,34.4713316148,49.9844062369,1
0.0091,45.7978487177,34.3464531102,50.0122535855,1
0.00911,45.7978487177,34.3464531102,50.0122535855,1
0.00912,45.7978487177,34.3464531102,50.0122535855,1
0.00913,45.7978487177,34.3464531102,50.0122535855,1
0.00914,45.7978487177,34.3464531102,50.0122535855,1
0.00915,45.5833754646,34.2596406974,50.245108313,1
0.00916,45.5833754646,34.2596406974,50.245108313,1
0.00917,45.5833754646,34.2596406974,50.245108313,1
0.00918,45.5833754646,34.2596406974,50.245108313,1
0.00919,45.5833754646,34.2596406974,50.245108313,1
0.0092,45.426675542,34.1991355218,50.3518873332,1
0.00921,45.426675542,34.1991355218,50.3518873332,1
0.00922,45.426675542,34.1991355218,50.3518873332,1
0.00923,45.426675542,34.1991355218,50.3518873332,1
0.00924,45.426675542,34.1991355218,50.3518873332,1
0.00925,45.3124028871,34.1570174001,50.3828451102,1
0.00926,45.3124028871,34.1570174001,50.3828451102,1
0.00927,45.3124028871,34.1570174001,50.3828451102,1
0.00928,45.3124028871,34.1570174001,50.3828451102,1
0.00929,45.3124028871,34.1570174001,50.3828451102,1
0.0093,45.2290488865,34.1277485561,50.384645533,1
0.00931,45.2290488865,34.1277485561,50.384645533,1
0.00932,45.2290488865,34.1277485561,50.384645533,1
0.00933,45.2290488865,34.1277485561,50.384645533,1
0.00934,45.2290488865,34.1277485561,50.384645533,1
0.00935,45.1681996549,34.1074016528,50.3493435898,1
0.00936,45.1681996549,34.1074016528,50.3493435898,1
0.00937,45.1681996549,34.1074016528,50.3493435898,1
0.00938,45.1681996549,34.1074016528,50.3493435898,1
0.00939,45.1681996549,34.1074016528,50.3493435898,1
0.0094,45.123769734,34.0932173571,50.3074310292,1
0.00941,45.123769734,34.0932173571,50.3074310292,1
0.00942,45.123769734,34.0932173571,50.3074310292,1
0.00943,45.123769734,34.0932173571,50.3074310292,1
0.00944,45.123769734,34.0932173571,50.3074310292,1
0.00945,45.0914139284,34.0833882182,50.2551671579,1
0.00946,45.0914139284,34.0833882182,50.2551671579,1
0.00947,45.0914139284,34.0833882182,50.2551671579,1
0.00948,45.0914139284,34.0833882182,50.2551671579,1
0.00949,45.0914139284,34.0833882182,50.2551671579,1
0.0095,45.0679370444,34.0766475377,50.2072124395,1
0.00951,45.0679370444,34.0766475377,50.2072124395,1
0.00952,45.0679370444,34.0766475377,50.2072124395,1
0.00953,45.0679370444,34.0766475377,50.2072124395,1
0.00954,45.0679370444,34.0766475377,50.2072124395,1
0.00955,45.0506903404,34.0718760616,50.1688035972,1
0.00956,45.0506903404,34.0718760616,50.1688035972,1
0.00957,45.0506903404,34.0718760616,50.1688035972,1
0.00958,45.0506903404,34.0718760616,50.1688035972,1
0.00959,45.0506903404,34.0718760616,50.1688035972,1
0.0096,45.0381477125,34.06858936,50.1424183785,1
0.00961,45.0381477125,34.06858936,50.1424183785,1
0.00962,45.0381477125,34.06858936,50.1424183785,1
0.00963,45.0381477125,34.06858936,50.1424183785,1
0.00964,45.0381477125,34.06858936,50.1424183785,1
0.00965,45.0289218694,34.0662752397,50.1130238746,1
0.00966,45.0289218694,34.0662752397,50.1130238746,1
0.00967,45.0289218694,34.0662752397,50.1130238746,1
0.00968,45.0289218694,34.0662752397,50.1130238746,1
0.00969,45.0289218694,34.0662752397,50.1130238746,1
0.0097,45.0223678651,34.0647301085,50.089736201,1
0.00971,45.0223678651,34.0647301085,50.089736201,1
0.00972,45.0223678651,34.0647301085,50.089736201,1
0.00973,45.0223678651,34.0647301085,50.089736201,1
0.00974,45.0223678651,34.0647301085,50.089736201,1
0.00975,45.0175609709,34.0637663409,50.0688140454,1
0.00976,45.0175609709,34.0637663409,50.0688140454,1
0.00977,45.0175609709,34.0637663409,50.0688140454,1
0.00978,45.0175609709,34.0637663409,50.0688140454,1
0.00979,45.0175609709,34.0637663409,50.0688140454,1
0.0098,45.0140254521,34.0629408606,50.0566606761,1
0.00981,45.0140254521,34.0629408606,50.0566606761,1
0.00982,45.0140254521,34.0629408606,50.0566606761,1
0.00983,45.0140254521,34.0629408606,50.0566606761,1
0.00984,45.0140254521,34.0629408606,50.0566606761,1
0.00985,45.01151107,34.0625066375,50.0407099528,1
0.00986,45.01151107,34.0625066375,50.0407099528,1
0.00987,45.01151107,34.0625066375,50.0407099528,1
0.00988,45.01151107,34.0625066375,50.0407099528,1
0.00989,45.01151107,34.0625066375,50.0407099528,1
0.0099,45.0096499237,34.0622492153,50.0357854768,1
0.00991,45.0096499237,34.0622492153,50.0357854768,1
0.00992,45.0096499237,34.0622492153,50.0357854768,1
0.00993,45.0096499237,34.0622492153,50.0357854768,1
0.00994,45.0096499237,34.0622492153,50.0357854768,1
0.00995,45.0082244529,34.0619816475,50.0363152322,1
0.00996,45.0082244529,34.0619816475,50.0363152322,1
0.00997,45.0082244529,34.0619816475,50.0363152322,1
0.00998,45.0082244529,34.0619816475,50.0363152322,1
0.00999,45.0082244529,34.0619816475,50.0363152322,1
0.01,45.0071647151,34.0618704458,50.0161742041,1
